source,date,channel,product,text,language,clean_text,topic,sentiment,annotator,confidence
CRM Tool,03/12/2025 00:00,Service Web,Motor Vehicle,issue annual certificate from,unknown,issue annual certificate from,,,,
CRM Tool,04/12/2025 00:00,Service Email,Mobile,am email wrote namenbspmorning i have challenges in accessing my mobile banking after changing my mobile phone i have tried calling and no one is answering i kindly request for your assistance in this regard koome muriukinbsp phone number phone namenbspnumber accountnumber id number idnumber mobile phone ynbsp phone sparks c,english,am email wrote name i have challenges in accessing my mobile banking after changing my mobile phone i have tried calling and no one is answering i kindly request for your assistance in this regard koome muriuki phone number phone name accountnumber id number idnumber mobile phone y phone sparks c,,,,
CRM Tool,15/11/2025 00:00,Service Web,Motor Vehicle,morning assist issue annual cover as from,unknown,morning assist issue annual cover as from,,,,
CRM Tool,02/12/2025 00:00,Service Email,Merchant Payments and Settlements,process a partial refund of to the cardholder and share the arn once done regards namename po box email,english,process a partial refund of to the cardholder and share the arn once done regards namename po box email,,,,
CRM Tool,21/11/2025 00:00,Service Web,Onboarding & Customer Setup,kindly support with deactivation account deceased,english,kindly support with deactivation account deceased,,,,
CRM Tool,20/11/2025 00:00,Mobile App,PayPal,i came to the bankand filled a form to remove a paypal account on my bank account but has not yet been removed why,english,i came to the bankand filled a form to remove a paypal account on my bank account but has not yet been removed why,,,,
CRM Tool,14/11/2025 00:00,Service Email,Standing Order,i already had a ref number on thid please expeditenbsp,unknown,i already had a ref number on thid please expedite,,,,
CRM Tool,19/11/2025 00:00,Service Web,Direct- VFX,i am not able to send money from my account with feedback account not matching,english,i am not able to send money from my account with feedback account not matching,,,,
CRM Tool,03/12/2025 00:00,Service Web,Motor Vehicle,is a renewal,english,is a renewal,,,,
CRM Tool,15/11/2025 00:00,Service Email,Mobile,nameaccountnumber id nameidnumber residencename ksa,unknown,nameaccountnumber id nameidnumber residencename ksa,,,,
CRM Tool,04/11/2025 00:00,Service Web,MPESA Transactions,have received below dispute seek approval from the to have funds to the originating number accountnumber names accountnumber kes tkgbzr branch note approval is granted reassign to gpc for reversal gpc note ensure you lift the lien associated with this transaction after reversal for,english,have received below dispute seek approval from the to have funds to the originating number accountnumber names accountnumber kes tkgbzr branch note approval is granted reassign to gpc for reversal gpc note ensure you lift the lien associated with this transaction after reversal for,,,,
CRM Tool,22/11/2025 00:00,Service Email,EazzyBiz,team assist in synchronization of soft token for das regards amp tnbsp extnbsp nbspcell phone wnbspname nbspnbspnbspnbspnbspnbsp,unknown,team assist in synchronization of soft token for das regards amp t ext phone w,,,,
CRM Tool,02/11/2025 00:00,Service Email,Card Authorization and Risk,i have been trying to do some payment internationally through my visa card but its declining what can be thenbspproblem,unknown,i have been trying to do some payment internationally through my visa card but its declining what can be the,,,,
CRM Tool,15/11/2025 00:00,Service Email,Motor Vehicle,acknowledge receipt of the claim notification and confirm having registered the samenbsp nbspname have engaged prime assessor to check on the unit for our further actionnbspnbsp please facilitate submission of the claim documentsnbsp to allow us to book the claim and kindly inform the client that the damages are major so they will not be referred to the garage they had requested in our panel because bidding has to be involved and authority will be given to the winning garage namenbspfillednbspand signednbspclaimnbspform of dl current renewal and originalinitial dl namenbspaccidentnbspstatement by both insured and driver namenbspatnbspscenenbspofnbspaccidentnbspifnbspavailable of logbook in insureds and a copy of the sales agreementnbspifnbspthe logbook is not in insureds analyst processing your claim further namenbspnamenbspplease take note and guidenbspfurther,english,acknowledge receipt of the claim notification and confirm having registered the same have engaged prime assessor to check on the unit for our further action please facilitate submission of the claim documents to allow us to book the claim and kindly inform the client that the damages are major so they will not be referred to the garage they had requested in our panel because bidding has to be involved and authority will be given to the winning garage name signed of dl current renewal and originalinitial dl name by both insured and driver name of logbook in insureds and a copy of the sales agreement logbook is not in insureds analyst processing your claim further name take note and guide,,,,
